abscissa	curvature	dir_mid_line	x_mid_line	y_mid_line	elevation	slope	banking	torsion	upsilon	width_no_kerbs_L	width_no_kerbs_R	width_kerbs_L	width_kerbs_R	width_kerbsMod_and_Constraint_MLT_L	width_kerbsMod_and_Constraint_MLT_R
0	-0.012067268069193	2.97084281554102	-46.6712601625036	7.1332934906517	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.0901970448862322	-0.00910229834812242	2.96988809937483	-46.760137856414	7.14866430106059	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.180394089772464	-0.00613732862705179	2.96920081471567	-46.8490029025564	7.16410807518694	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.270591134658696	-0.00317235890598117	2.96878096156352	-46.9378593869865	7.17960104006196	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.360788179544929	-0.000207389184910541	2.96862853991839	-47.026711435229	7.19511942956466	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.450985224431161	0.00275758053616009	2.96874354978028	-47.1155631932077	7.21063948112789	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.541182269317393	0.00572255025723071	2.96912599114919	-47.2044188081798	7.2261374324172	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.631379314203625	0.00868751997830134	2.96977586402511	-47.293282409671	7.24158951800781	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.721576359089857	0.011652489699372	2.97069316840805	-47.3821580904058	7.25697196608535	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.81177340397609	0.0146174594204426	2.97187790429801	-47.4710498872302	7.27226099519585	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.901970448862322	0.0175824291415132	2.97333007169499	-47.5599617620209	7.28743281107035	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
0.992167493748554	0.0158450903834235	2.97485790628151	-47.6488967159129	7.30246874455693	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.08236453863479	0.0136098996219308	2.97618628280933	-47.7378530691393	7.31737756510371	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.17256158352102	0.0113747088604382	2.9773130517357	-47.8268276588319	7.33217717435673	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.26275862840725	0.00913951809894552	2.97823821306064	-47.9158173871112	7.34688549126413	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.35295567329348	0.00690432733745286	2.97896176678412	-48.0048192112963	7.36152044403283	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.44315271817971	0.0046691365759602	2.97948371290617	-48.0938301330695	7.37609996824068	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.53334976306595	0.00243394581446754	2.97980405142677	-48.1828471876336	7.39064200499339	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.62354680795218	0.000198755052974883	2.97992278234592	-48.2718674328628	7.40516449911525	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.71374385283841	-0.00203643570851778	2.97983990566364	-48.360887938451	7.41968539736268	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.80394089772464	-0.00427162647001043	2.9795554213799	-48.4499057750573	7.43422264664966	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.89413794261088	-0.00650681723150309	2.97906932949473	-48.5389180034513	7.4487941922742	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
1.98433498749711	-0.00366797538514098	2.97856878353318	-48.6279224104799	7.46341343508399	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.07453203238334	0.000300819859734677	2.97841692979414	-48.7169219851194	7.478062073352	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.16472907726957	0.00426961510461031	2.97862304965796	-48.8059219571166	7.49270829677174	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.2549261221558	0.00823841034948597	2.97918714312462	-48.8949275618497	7.507320244456	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.34512316704204	0.0122072055943616	2.98010921019413	-48.9839439978856	7.52186604948118	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.43532021192827	0.0161760008392373	2.98138925086648	-49.0729763927506	7.5363138333431	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.5255172568145	0.0201447960841129	2.98302726514168	-49.1620297686814	7.55063170053986	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.61571430170073	0.0241135913289886	2.98502325301973	-49.2511090083451	7.56478773334332	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.70591134658697	0.0280823865738642	2.98737721450062	-49.3402188205205	7.57874998682031	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.7961083914732	0.0320511818187399	2.99008914958436	-49.4293637057319	7.59248648416543	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.88630543635943	0.0360199770636155	2.99315905827094	-49.5185479218267	7.60596521240674	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
2.97650248124566	0.0315182231989774	2.99630771335736	-49.6077745583441	7.6191601898783	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.06669952613189	0.0238985053259386	2.99880692593247	-49.6970383158012	7.63210176130349	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.15689657101813	0.0162787874528999	3.00061886247256	-49.7863297734002	7.6448508897009	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.24709361590436	0.00865906957986107	3.00174352297763	-49.8756398617776	7.6574688989485	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.33729066079059	0.00103935170682228	3.00218090744769	-49.9649597818589	7.67001715172872	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.42748770567682	-0.00658036616621652	3.00193101588274	-50.0542808783815	7.6825570310955	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.51768475056306	-0.0142000840392553	3.00099384828277	-50.1435945133463	7.6951499225354	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.60788179544929	-0.021819801912294	2.99936940464778	-50.232891939461	7.70785719608802	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.69807884033552	-0.0294395197853328	2.99705768497778	-50.3221641736376	7.72074018809093	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.78827588522175	-0.0370592376583716	2.99405868927277	-50.4114018706056	7.7338601821145	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.87847293010798	-0.0446789555314104	2.99037241753274	-50.5005951967106	7.7472783886525	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
3.96866997499422	-0.041606836805218	2.98630956786482	-50.5897346317467	7.76104997594012	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.05886701988045	-0.0326334240630553	2.98296144179387	-50.6788219361039	7.77515499282392	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.14906406476668	-0.0236600113208926	2.98042269103481	-50.7678673550323	7.78952217407314	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.23926110965291	-0.01468659857873	2.97869331558763	-50.8568819235589	7.80407935310047	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.32945815453914	-0.00571318583656737	2.97777331545235	-50.9458771382241	7.818754437144	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.41965519942538	0.0032602269055953	2.97766269062894	-51.0348647819124	7.83347538009333	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.50985224431161	0.012233639647758	2.97836144111743	-51.1238567488702	7.84817015415658	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.60004928919784	0.0212070523899206	2.97986956691781	-51.2128648697973	7.8627667210767	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.69024633408407	0.0301804651320833	2.98218706803007	-51.3019007368961	7.87719300360496	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.78044337897031	0.039153877874246	2.98531394445422	-51.3909755287643	7.89137685793979	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.87064042385654	0.0481272906164087	2.98925019619026	-51.4800998350224	7.90524604784004	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
4.96083746874277	0.0519407912804233	2.99386595375231	-51.5692831585053	7.91873037630848	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.051034513629	0.051668504070833	2.99853857988403	-51.6585285180381	7.93179781316092	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.14123155851523	0.0513962168612426	3.00318664651408	-51.7478338078338	7.9444491954468	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.23142860340147	0.0511239296516522	3.00781015364246	-51.8371967877724	7.95668644309879	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.3216256482877	0.0508516424420619	3.01240910126918	-51.9266152470069	7.96851148920047	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.41182269317393	0.0505793552324715	3.01698348939423	-52.0160870038803	7.97992627968824	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.50201973806016	0.0503070680228812	3.02153331801762	-52.1056099058415	7.99093277305652	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.5922167829464	0.0500347808132908	3.02605858713934	-52.1951818293572	8.00153294006625	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.68241382783263	0.0497624936037004	3.0305592967594	-52.2848006798218	8.01172876345658	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.77261087271886	0.0494902063941101	3.03503544687779	-52.3744643914655	8.02152223765985	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.86280791760509	0.0492179191845197	3.03948703749451	-52.4641709272585	8.03091536851981	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
5.95300496249132	0.0445862304205319	3.04382163371604	-52.5539181506759	8.03991147334813	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.04320200737756	0.035041800284576	3.0474127402459	-52.643700670321	8.0485484474146	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.13339905226379	0.0254973701486201	3.05014296738237	-52.733510060427	8.0569016080753	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.22359609715002	0.0159529400126642	3.05201231512545	-52.8233384383286	8.06504820566521	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.31379314203625	0.00640850987670837	3.05302078347515	-52.9131784547121	8.07306554091825	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.40399018692248	-0.00313592025924754	3.05316837243146	-53.003023094062	8.08103094506158	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.49418723180872	-0.0126803503952034	3.05245508199438	-53.0928654749743	8.08902176134649	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.58438427669495	-0.0222247805311593	3.05088091216392	-53.1826986504182	8.09711532715658	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.67458132158118	-0.0317692106671152	3.04844586294007	-53.2725154080217	8.10538895583337	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.76477836646741	-0.0413136408030711	3.04514993432283	-53.3623080704642	8.11391991736004	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.85497541135365	-0.0508580709390271	3.04099312631221	-53.4520682960583	8.12278541704415	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
6.94517245623988	-0.0524700098745064	3.03611280862155	-53.5417870459325	8.1320609941668	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.03536950112611	-0.0413563331594268	3.03188137918448	-53.6314616211282	8.14175456520567	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.12556654601234	-0.0302426564443473	3.02865237054493	-53.7210994413068	8.1517825769596	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.21576359089857	-0.0191289797292679	3.0264257827029	-53.8107095940538	8.16205506732995	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.30596063578481	-0.00801530301418823	3.02520161565839	-53.9003019024179	8.17248215517203	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.39615768067104	0.00309837370089121	3.0249798694114	-53.989886654447	8.1829740122717	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.48635472555727	0.0142120504159706	3.02576054396194	-54.0794743329843	8.19344083299097	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.5765517704435	0.0253257271310503	3.02754363930999	-54.1690753455766	8.20379280293706	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.66674881532973	0.0364394038461297	3.03032915545557	-54.2586997543393	8.21394006800888	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.75694586021597	0.0475530805612094	3.03411709239867	-54.3483570056248	8.22379270517524	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.8471429051022	0.0586667572762888	3.03890745013928	-54.4380556593532	8.23326069634013	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
7.93733994998843	0.0641345632080575	3.04462381361933	-54.5278030508477	8.24225459288843	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.02753699487466	0.056435795312157	3.05006135863903	-54.617600159035	8.25073788333701	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.1177340397609	0.0487370274162568	3.05480449754525	-54.7074393129585	8.25876397022896	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.20793108464713	0.0410382595203565	3.058853230338	-54.7973129037576	8.26639505562823	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.29812812953336	0.0333394916244561	3.06220755701727	-54.8872141447455	8.27369342130415	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.38832517441959	0.0256407237285558	3.06486747758307	-54.9771369419571	8.2807214114666	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.47852221930582	0.0179419558326554	3.06683299203539	-55.0670757644635	8.2875414179047	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.56871926419206	0.0102431879367551	3.06810410037424	-55.1570255145108	8.29421586707964	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.65891630907829	0.00254442004085483	3.06868080259961	-55.2469813975349	8.30080720872106	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.74911335396452	-0.00515434785504559	3.06856309871151	-55.3369387920921	8.307377905476	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.83931039885075	-0.0128531157509459	3.06775098870993	-55.4268931197453	8.31399042315886	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
8.92950744373698	-0.0186384823867287	3.06626300668706	-55.5168397239355	8.3207071018028	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.01970448862322	-0.0174287806105948	3.06463642641731	-55.6067753530028	8.32756915227117	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.10990153350945	-0.0162190788344609	3.06311895767297	-55.6967000849212	8.33457257531539	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.20009857839568	-0.0150093770583269	3.06171060045402	-55.7866144764162	8.34170754297124	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.29029562328191	-0.013799675282193	3.06041135476048	-55.8765191272946	8.34896423037495	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.38049266816815	-0.0125899735060591	3.05922122059234	-55.9664146772245	8.35633281562563	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.47068971305438	-0.0113802717299252	3.0581401979496	-56.0563018025162	8.36380347962571	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.56088675794061	-0.0101705699537912	3.05716828683225	-56.1461812129049	8.37136640590155	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.65108380282684	-0.00896086817765732	3.05630548724031	-56.2360536483347	8.37901178040573	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.74128084771308	-0.00775116640152339	3.05555179917377	-56.3259198757438	8.38672979130288	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.83147789259931	-0.00654146462538947	3.05490722263264	-56.4157806858512	8.39451062874075	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
9.92167493748554	-0.00511974727509557	3.05437299428258	-56.5056368903627	8.40234447981772	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.0118719823718	-0.00227079421630689	3.05403969178127	-56.5954895964588	8.41021836306302	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.102069027258	0.000578158842481729	3.05396335642687	-56.6853406883439	8.41811064971258	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.1922660721442	0.00342711190127035	3.0541439882194	-56.7751921915752	8.42599825076816	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.2824631170305	0.00627606496005903	3.05458158715885	-56.8650461280977	8.43385807691502	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.3726601619167	0.00912501801884765	3.05527615324522	-56.9549044984439	8.44166703696843	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.4628572068029	0.0119739710776363	3.05622768647852	-57.044769263932	8.4494020363478	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.5530542516892	0.014822924136425	3.05743618685873	-57.1346423288585	8.45703997560116	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.6432512965754	0.0176718771952136	3.05890165438587	-57.2245255226856	8.46455774900291	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.7334483414616	0.0205208302540023	3.06062408905994	-57.3144205822203	8.4719322432478	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.8236453863479	0.0233697833127909	3.06260349088092	-57.4043291337839	8.47914033626384	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
10.9138424312341	0.0259075231278992	3.06483925862262	-57.494252675312	8.4861588969394	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.0040394761203	0.0214913936900114	3.06697687973651	-57.5841917212988	8.49297592074233	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.0942365210066	0.0170752642521237	3.06871617902527	-57.6741438186158	8.49961858901283	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.1844335658928	0.012659134814236	3.0700571564889	-57.7641060444718	8.50612271111528	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.274630610779	0.00824300537634827	3.07099981212739	-57.8540756416065	8.51252410888441	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.3648276556653	0.00382687593846059	3.07154414594075	-57.9440499754999	8.51885861312579	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.4550247005515	-0.000589253499427182	3.07169015792898	-58.0340264915634	8.52516206036085	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.5452217454377	-0.00500538293731486	3.07143784809208	-58.1240026723196	8.53147028973091	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.6354187903239	-0.00942151237520254	3.07078721643004	-58.2139759945767	8.5378191399753	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.7256158352102	-0.0138376418130903	3.06973826294287	-58.303943886604	8.54424444639797	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.8158128800964	-0.018253771250978	3.06829098763057	-58.3939036853134	8.55078203773751	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.9060099249826	-0.0226699006888657	3.06644539049314	-58.4838525934554	8.55746773285518	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
11.9962069698689	-0.019376506294894	3.064534196048	-58.5737883706078	8.5643277922595	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.0864040147551	-0.0157363915688119	3.06295065623565	-58.6637120254297	8.57134502165642	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.1766010596413	-0.0120962768427298	3.06169544401464	-58.7536256330783	8.57848987969835	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.2667981045276	-0.00845616211664771	3.06076855938497	-58.8435313945102	8.58573283378447	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.3569951494138	-0.00481604739056565	3.06017000234664	-58.9334316073158	8.59304435890707	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.4471921943	-0.00117593266448351	3.05989977289965	-59.0233286366308	8.60039493547092	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.5373892391863	0.00246418206159855	3.05995787104399	-59.1132248860573	8.60775504700173	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.6275862840725	0.00610429678768062	3.06034429677968	-59.2031227685893	8.61509517779148	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.7177833289587	0.00974441151376275	3.06105905010671	-59.2930246775398	8.62238581052832	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.807980373845	0.0133845262398448	3.06210213102507	-59.3829329574649	8.62959742395882	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.8981774187312	0.017024640965927	3.06347353953478	-59.4728498750821	8.63670049063015	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
12.9883744636174	0.014171725398946	3.06491822748677	-59.562777077147	8.64367213393809	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
13.0785715085037	0.0103570573098213	3.06602443934426	-59.6527131188613	8.65052884422997	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
13.1687685533899	0.00654238922069675	3.06678657941289	-59.7426555291147	8.65730153563525	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
13.2589655982761	0.0027277211315721	3.06720464769266	-59.8326019218233	8.66402115058639	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
13.3491626431624	-0.00108694695755247	3.06727864418358	-59.922549965687	8.67071863565608	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
13.4393596880486	-0.00490161504667705	3.06700856888563	-60.0124973522481	8.67742493912728	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
13.5295567329348	-0.00871628313580169	3.06639442179881	-60.1024417639466	8.68417100860257	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5
